leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
2,0,0,0,29,28,10768,873,0,0,0,0,0,250854,4,0
0,0,0,0,35,28,10769,873,0,0,0,0,0,208894,3,0
5,0,0,1,21,28,10770,873,0,0,0,0,0,247144,4,0
1,0,0,0,11,28,10771,873,0,0,0,0,0,271326,3,0
1,0,0,0,77,28,10772,873,0,0,0,0,1,235970,3,0
0,0,0,0,19,28,10773,873,0,0,0,0,0,251884,3,0
0,0,0,0,25,28,10774,873,0,0,0,0,0,224838,3,0
0,0,0,0,55,28,10775,873,0,0,0,0,0,270540,3,0
0,0,0,0,90,28,10776,873,0,0,0,0,0,72095,3,0
0,0,0,0,31,29,10777,873,0,0,0,0,0,276730,3,0
1,0,0,0,56,29,10778,873,0,0,0,0,0,70963,3,0
0,0,0,0,77,0,10779,1871,0,0,0,0,0,263032,3,0
3,0,0,0,13,3,10780,1871,1,0,0,0,1,203568,3,0
1,0,0,0,12,4,10781,1871,0,0,0,0,0,234813,3,0
3,0,0,0,3,6,10782,1871,0,0,0,0,0,269507,3,0
1,0,0,0,19,7,10783,1871,0,0,0,0,0,235172,3,0
1,0,0,0,5,9,10784,1871,0,0,0,0,0,219780,2,0
9,0,0,1,67,11,10785,1871,0,0,0,0,0,216003,3,0
3,0,0,0,11,12,10786,1871,0,0,0,0,0,255779,3,0
6,0,0,1,25,16,10787,1871,0,0,0,0,1,255855,4,0
6,0,0,1,82,18,10788,1871,0,0,0,0,0,244186,3,0
9,0,0,1,28,25,10789,1871,0,0,0,0,1,236692,4,0
0,0,0,0,22,28,10790,1871,0,0,0,0,0,257956,3,0
4,0,0,0,8,28,10791,1871,0,0,0,0,0,218985,3,0
1,0,0,0,42,28,10792,1871,0,0,0,0,0,259581,3,0
0,0,0,0,55,28,10793,1871,0,0,0,0,0,177790,3,0
0,0,0,0,1,28,10794,1871,0,0,0,0,0,262251,3,0
2,0,0,0,21,28,10795,1871,0,0,0,0,0,266277,3,0
0,0,0,0,8,28,10796,76,0,0,0,0,0,269262,3,0
3,0,0,0,53,28,10797,1871,0,0,0,0,0,71485,3,0
7,0,0,1,17,28,10798,1871,0,0,0,0,1,255105,3,0
0,0,0,0,23,28,10799,1871,0,0,0,0,0,239505,3,0
1,0,0,0,7,28,10800,1871,1,0,0,0,1,184290,4,0
0,0,0,0,27,28,10801,1871,0,0,0,0,0,269707,3,0
0,0,0,0,31,29,10802,1871,0,0,0,0,0,73046,3,0
1,0,0,0,25,29,10803,52,0,0,0,0,0,276680,3,0
0,0,0,0,71,29,10804,1871,0,0,0,0,0,72255,3,0
0,0,0,0,52,29,10805,1871,0,0,0,0,0,76149,3,0
0,0,0,0,51,29,10806,1871,0,0,0,0,0,76150,3,0
0,0,0,0,18,29,10807,1871,0,0,0,0,0,201083,3,0
0,0,0,0,1,0,10808,110206,0,0,0,0,0,216110,2,0
1,0,0,0,6,4,10809,110206,0,0,0,0,0,227738,2,0
4,0,0,1,4,5,10810,110206,0,0,0,0,0,244160,4,0
1,0,0,0,2,6,10811,110206,0,0,0,0,1,70928,2,0
2,0,0,0,23,12,10812,110206,0,0,0,0,0,236459,3,0
8,0,0,1,5,13,10813,110206,1,0,0,0,3,243870,4,0
3,0,0,1,77,15,10814,110206,0,0,0,0,0,275233,3,0
0,0,0,0,16,16,10815,110206,0,0,0,0,0,72598,3,0
2,0,0,0,27,17,10816,110206,0,0,0,0,1,235471,3,0
2,0,0,0,11,19,10817,110206,0,0,0,0,0,194769,3,0
3,0,0,1,99,25,10818,110206,0,0,0,0,0,239627,3,0
0,0,0,0,21,28,10819,110206,0,0,0,0,0,72594,3,0
0,0,0,0,30,28,10820,110206,0,0,0,0,0,239768,3,0
0,0,0,0,14,28,10821,110206,0,0,0,0,0,219303,3,0
0,0,0,0,24,28,10822,110206,0,0,0,0,0,258691,3,0
0,0,0,0,32,28,10823,110206,0,0,0,0,0,257669,3,0
2,0,0,0,10,28,10824,110206,0,0,0,0,0,207905,3,0
1,0,0,0,8,28,10825,110206,0,0,0,0,0,233470,3,0
5,0,0,1,19,28,10826,110206,1,0,0,0,1,252494,3,0
9,0,0,1,7,28,10827,110206,0,0,0,0,0,241921,3,0
1,0,0,0,22,28,10828,110206,0,0,0,0,0,244167,3,0
2,0,0,0,17,28,10829,110206,0,0,0,0,0,257664,3,0
0,0,0,0,13,28,10830,110206,0,0,0,0,0,72593,3,0
1,0,0,0,18,29,10831,110206,0,0,0,0,0,271937,3,0
0,0,0,0,28,29,10832,110206,0,0,0,0,0,72601,3,0
0,0,0,0,33,29,10833,110206,0,0,0,0,0,72590,3,0
0,0,0,0,50,0,10834,110745,0,0,0,0,0,267994,2,0
0,0,0,0,16,3,10835,110745,0,0,0,0,0,239808,3,0
2,0,0,0,72,4,10836,110745,0,0,0,0,0,248508,3,0
0,0,0,0,17,6,10837,110745,0,0,0,0,0,236508,3,0
0,0,0,0,44,7,10838,110745,0,0,0,0,0,242629,3,0
2,0,0,0,6,9,10839,110745,0,0,0,0,0,224336,3,0
5,0,0,1,14,11,10840,110745,0,0,0,0,0,223307,2,0
5,0,0,1,21,12,10841,110745,0,0,0,0,0,251545,4,0
3,0,0,1,99,16,10842,110745,0,0,0,0,0,201268,3,0
16,1,0,1,11,18,10843,110745,0,0,0,0,1,224146,4,0
10,0,0,1,10,25,10844,110745,0,0,0,0,2,239267,3,0
1,0,0,0,82,28,10845,110745,0,0,0,0,0,262986,3,0
0,0,0,0,23,28,10846,110745,0,0,0,0,0,241007,3,0
3,0,0,1,15,28,10847,110745,1,0,0,0,1,258604,4,0
0,0,0,0,3,28,10848,110745,0,0,0,0,0,273855,3,0
0,0,0,0,1,28,10849,110745,0,0,0,0,0,224543,3,0
0,0,0,0,31,28,10850,110745,0,0,0,0,0,252859,3,0
2,0,0,0,20,28,10851,110745,0,0,0,0,0,262726,3,0
0,0,0,0,7,28,10852,110745,0,0,0,0,0,255102,3,0
3,0,0,1,9,28,10853,110745,0,0,0,0,0,244762,3,0
0,0,0,0,5,28,10854,110745,0,0,0,0,0,74953,3,0
0,0,0,0,51,28,10855,110745,0,0,0,0,0,277122,3,0
0,0,0,0,86,28,10856,110745,0,0,0,0,0,77376,3,0
0,0,0,0,77,0,10857,110746,0,0,0,0,0,236330,4,0
2,0,0,1,28,3,10858,110746,0,0,0,0,0,213933,3,0
1,0,0,0,4,4,10859,110746,0,0,0,0,0,270764,4,0
0,0,0,0,33,6,10860,110746,0,0,0,0,0,244755,3,0
0,0,0,0,32,7,10861,110746,0,0,0,0,0,239106,2,0
1,0,0,0,7,10,10862,110746,0,0,0,0,0,221791,2,0
1,0,0,0,10,12,10863,110746,0,0,0,0,0,274444,3,0
2,0,0,1,19,13,10864,110746,0,0,0,0,0,73311,3,0
6,0,0,1,8,15,10865,110746,0,0,0,0,1,194149,3,0
7,0,0,1,11,16,10866,110746,0,0,0,0,2,177922,3,0
28,1,0,1,9,25,10867,110746,1,0,0,1,3,222544,3,0
0,0,0,0,21,28,10868,110746,0,0,0,0,0,228782,3,0
0,0,0,0,68,28,10869,110746,0,0,0,0,0,274213,2,0
0,0,0,0,13,28,10870,110746,0,0,0,0,0,266437,3,0
0,0,0,0,17,28,10871,110746,0,0,0,0,0,73310,3,0
0,0,0,0,31,28,10872,110746,0,0,0,0,0,210422,3,0
1,0,0,0,15,28,10873,110746,0,0,0,0,0,252509,3,0
0,0,0,0,61,28,10874,110746,0,0,0,0,0,252506,3,0
0,0,0,0,27,28,10875,110746,0,0,0,0,0,276884,3,0
1,0,0,0,51,28,10876,110746,0,0,0,0,0,279626,3,0
0,0,0,0,6,28,10877,110746,0,0,0,0,0,272936,2,0
0,0,0,0,34,28,10878,110746,0,0,0,0,0,256189,3,0
0,0,0,0,35,28,10879,110746,0,0,0,0,0,77452,3,0
0,0,0,0,25,29,10880,110746,0,0,0,0,0,209415,3,0
0,0,0,0,46,29,10881,110746,0,0,0,0,0,276689,3,0
0,0,0,0,60,29,10882,110746,0,0,0,0,0,74380,3,0
0,0,0,0,27,0,10883,110747,0,0,0,0,0,232131,2,0
2,0,0,0,24,4,10884,110747,0,0,0,0,0,238940,3,0
0,0,0,0,22,5,10885,110747,0,0,0,0,0,266125,3,0
3,0,0,1,5,6,10886,110747,0,0,0,0,0,248105,3,0
3,0,0,1,25,12,10887,110747,0,0,0,0,0,235005,3,0
1,0,0,0,88,13,10888,110747,0,0,0,0,0,244212,3,0
6,0,0,1,11,15,10889,110747,0,0,0,0,0,225133,4,0
4,0,0,1,19,16,10890,110747,0,0,0,0,0,254537,3,0
3,0,0,1,14,17,10891,110747,1,0,0,0,1,254333,3,0
18,1,0,1,9,19,10892,110747,0,0,0,0,1,245582,3,0
4,0,0,1,7,25,10893,110747,0,0,0,0,0,204506,3,0
2,0,0,0,18,28,10894,110747,0,0,0,0,1,276395,2,0
2,0,0,0,39,28,10895,110747,1,0,0,0,1,274369,4,0
1,0,0,0,4,28,10896,110747,0,0,0,0,1,245722,3,0
0,0,0,0,3,28,10897,110747,0,0,0,0,0,233212,3,0
0,0,0,0,13,28,10898,110747,0,0,0,0,0,222908,3,0
1,0,0,0,6,28,10899,110747,0,0,0,0,1,261298,3,0
0,0,0,0,16,28,10900,110747,0,0,0,0,0,72976,3,0
2,0,0,0,23,28,10901,110747,0,0,0,0,0,70962,3,0
1,0,0,0,10,28,10902,110747,0,0,0,0,0,248201,3,0
0,0,0,0,15,28,10903,110747,0,0,0,0,0,190547,3,0
0,0,0,0,77,28,10904,110747,0,0,0,0,0,257621,3,0
0,0,0,0,26,28,10905,110747,0,0,0,0,0,72948,3,0
0,0,0,0,21,29,10906,110747,0,0,0,0,0,277009,3,0
0,0,0,0,66,29,10907,110747,0,0,0,0,0,270382,3,0
0,0,0,0,72,29,10908,110747,0,0,0,0,0,279893,3,0
0,0,0,0,30,0,10909,110749,0,0,0,0,0,219967,3,0
0,0,0,0,27,3,10910,110749,0,0,0,0,0,263244,2,0
3,0,0,1,31,4,10911,110749,0,0,0,0,1,277034,2,0
0,0,0,0,25,5,10912,110749,0,0,0,0,0,214884,2,0
2,0,0,1,5,6,10913,110749,0,0,0,0,0,257649,2,0
1,0,0,0,13,7,10914,110749,0,0,0,0,0,262691,3,0
2,0,0,1,7,12,10915,110749,0,0,0,0,0,276068,3,0
1,0,0,0,8,13,10916,110749,1,0,0,0,1,198046,5,0
7,0,0,1,21,15,10917,110749,0,0,0,0,1,263245,3,0
4,0,0,1,17,16,10918,110749,0,0,0,0,0,222329,3,0
4,0,0,1,90,25,10919,110749,0,0,0,0,0,239779,2,0
0,0,0,0,6,28,10920,110749,0,0,0,0,0,235101,3,0
0,0,0,0,11,28,10921,110749,0,0,0,0,0,201172,3,0
1,0,0,0,4,28,10922,110749,0,0,0,0,0,251764,3,0
0,0,0,0,3,28,10923,110749,0,0,0,0,0,247092,3,0
0,0,0,0,1,28,10924,110749,0,0,0,0,0,190698,2,0
0,0,0,0,14,28,10925,110749,0,0,0,0,0,237140,3,0
1,0,0,0,18,28,10926,110749,0,0,0,0,0,262699,4,0
0,0,0,0,29,28,10927,110749,0,0,0,0,0,228751,3,0
2,0,0,1,77,28,10928,110749,0,0,0,0,0,256578,3,0
0,0,0,0,16,28,10929,110749,0,0,0,0,0,77296,2,0
1,0,0,0,15,28,10930,110749,0,0,0,0,0,232181,3,0
1,0,0,0,33,28,10931,110749,0,0,0,0,0,223306,3,0
0,0,0,0,34,29,10932,110749,0,0,0,0,0,73440,3,0
0,0,0,0,23,29,10933,110749,0,0,0,0,0,265631,3,0
1,0,0,0,44,29,10934,110749,0,0,0,0,0,73903,2,0
0,0,0,0,26,29,10935,110749,0,0,0,0,0,73490,2,0
0,0,0,0,80,29,10936,110749,0,0,0,0,0,74453,3,0
0,0,0,0,20,29,10937,110749,0,0,0,0,0,75101,3,0
0,0,0,0,88,29,10938,110749,0,0,0,0,0,247331,3,0
0,0,0,0,1,0,10939,111083,0,0,0,0,0,256953,4,0
4,0,0,1,5,4,10940,111083,0,0,0,0,0,252913,3,0
1,0,0,0,66,5,10941,111083,0,0,0,0,0,220616,3,0
0,0,0,0,6,6,10942,111083,0,0,0,0,0,275951,3,0
0,0,0,0,37,12,10943,111083,0,0,0,0,0,73621,3,0
1,0,0,0,8,13,10944,111083,0,0,0,0,0,231923,3,0
0,0,0,0,18,15,10945,111083,0,0,0,0,0,262943,3,0
0,0,0,0,3,16,10946,111083,0,0,0,0,0,263509,3,0
4,0,0,1,17,17,10947,111083,0,0,0,0,0,257473,3,0
3,0,0,0,71,19,10948,111083,0,0,0,0,3,243690,3,0
10,0,0,1,20,25,10949,111083,0,0,0,0,0,231601,3,0
0,0,0,0,28,28,10950,111083,0,0,0,0,0,235573,3,0
0,0,0,0,2,28,10951,111083,0,0,0,0,0,254294,3,0
0,0,0,0,4,28,10952,111083,0,0,0,0,0,199684,3,0
1,0,0,0,44,28,10953,111083,0,0,0,0,0,76966,3,0
0,0,0,0,87,28,10954,111083,0,0,0,0,0,277330,3,0
1,0,0,0,10,28,10955,111083,0,0,0,0,0,72896,3,0
0,0,0,0,13,28,10956,111083,0,0,0,0,0,269427,3,0
5,0,0,1,27,28,10957,111083,0,0,0,0,0,224538,3,0
2,0,0,0,9,28,10958,111083,0,0,0,0,0,269346,3,0
0,0,0,0,11,28,10959,111083,0,0,0,0,0,211243,3,0
4,0,0,1,7,28,10960,111083,1,0,0,0,1,242509,4,0
0,0,0,0,88,28,10961,111083,0,0,0,0,0,251489,3,0
0,0,0,0,19,29,10962,111083,0,0,0,0,0,274822,2,0
0,0,0,0,15,29,10963,111083,0,0,0,0,0,276881,3,0
0,0,0,0,24,29,10964,111083,0,0,0,0,0,73763,3,0
0,0,0,0,99,29,10965,111083,0,0,0,0,0,278908,3,0
0,0,0,0,77,29,10966,111083,0,0,0,0,0,279020,3,0
0,0,0,0,21,29,10967,111083,0,0,0,0,0,77166,3,0
0,0,0,0,26,0,10968,111086,0,0,0,0,0,242514,3,0
1,0,0,0,77,3,10969,111086,0,0,0,0,0,257886,3,0
3,0,0,1,5,4,10970,111086,0,0,0,0,3,251364,3,0
2,0,0,1,4,6,10971,111086,0,0,0,0,1,214882,3,0
0,0,0,0,29,7,10972,111086,0,0,0,0,0,263036,3,0
0,0,0,0,10,9,10973,111086,0,0,0,0,0,224062,3,0
0,0,0,0,20,11,10974,111086,0,0,0,0,0,234883,3,0
0,0,0,0,90,12,10975,111086,0,0,0,0,0,255699,3,0
7,0,0,1,7,16,10976,111086,0,0,0,0,0,244213,3,0
6,0,0,1,6,18,10977,111086,0,0,0,0,1,194059,4,0
1,0,0,0,70,25,10978,111086,0,0,0,0,0,262575,3,0
2,0,0,1,30,28,10979,111086,0,0,0,0,0,251079,3,0
0,0,0,0,2,28,10980,111086,0,0,0,0,0,223139,4,0
0,0,0,0,14,28,10981,111086,0,0,0,0,0,270870,3,0
0,0,0,0,36,28,10982,111086,0,0,0,0,0,270715,3,0
0,0,0,0,33,28,10983,111086,0,0,0,0,0,244498,3,0
1,0,0,0,11,28,10984,111086,0,0,0,0,0,277986,2,0
2,0,0,1,96,28,10985,111086,0,0,0,0,0,266112,3,0
1,0,0,0,9,28,10986,111086,0,0,0,0,0,218633,3,0
4,0,0,1,39,28,10987,111086,0,0,0,0,1,252209,3,0
0,0,0,0,17,28,10988,111086,0,0,0,0,0,276686,3,0
1,0,0,0,22,28,10989,111086,0,0,0,0,0,224188,3,0
0,0,0,0,3,28,10990,111086,0,0,0,0,0,263207,3,0
0,0,0,0,15,29,10991,111086,0,0,0,0,0,74243,3,0
0,0,0,0,16,29,10992,111086,0,0,0,0,0,77526,3,0
0,0,0,0,79,29,10993,111086,0,0,0,0,0,75998,3,0
0,0,0,0,31,29,10994,111086,0,0,0,0,0,270381,3,0
0,0,0,0,1,0,10995,111088,0,0,0,0,0,72923,3,0
3,0,0,1,24,3,10996,111088,0,0,0,0,0,258713,3,0
0,0,0,0,4,4,10997,111088,0,0,0,0,0,71112,3,0
1,0,0,0,5,6,10998,111088,0,0,0,0,0,251751,3,0
3,0,0,1,23,7,10999,111088,1,0,0,0,2,229498,3,0
0,0,0,0,77,9,11000,111088,0,0,0,0,0,210401,3,0
0,0,0,0,10,11,11001,111088,0,0,0,0,0,231460,4,0
5,0,0,1,13,12,11002,111088,0,0,0,0,0,250932,3,0
1,0,0,0,19,16,11003,111088,0,0,0,0,0,242389,3,0
2,0,0,0,27,18,11004,111088,0,0,0,0,0,204078,3,0
1,0,0,0,7,25,11005,111088,0,0,0,0,1,236873,3,0
2,0,0,0,28,28,11006,111088,0,0,0,0,0,262681,2,0
0,0,0,0,16,28,11007,111088,0,0,0,0,0,211622,3,0
1,0,0,0,33,28,11008,111088,0,0,0,0,0,235303,3,0
0,0,0,0,74,28,11009,111088,0,0,0,0,0,76315,3,0
0,0,0,0,44,28,11010,111088,0,0,0,0,0,278972,2,0
6,0,0,1,11,28,11011,111088,0,0,0,0,0,258722,3,0
0,0,0,0,8,28,11012,111088,0,0,0,0,0,243199,3,0
2,0,0,0,17,28,11013,111088,0,0,0,0,0,238736,3,0
1,0,0,0,15,28,11014,111088,0,0,0,0,0,253225,3,0
0,0,0,0,88,28,11015,111088,0,0,0,0,0,229522,2,0
3,0,0,1,25,28,11016,111088,0,0,0,0,1,252527,2,0
0,0,0,0,6,28,11017,111088,0,0,0,0,0,240175,3,0
2,0,0,0,9,29,11018,111088,1,0,0,0,1,262685,4,0
0,0,0,0,99,29,11019,111088,0,0,0,0,0,71911,3,0
0,0,0,0,20,29,11020,111088,0,0,0,0,0,257300,3,0
0,0,0,0,12,29,11021,111088,0,0,0,0,0,73620,3,0
0,0,0,0,29,0,11022,111091,0,0,0,0,0,220482,3,0
1,0,0,0,11,3,11023,111091,0,0,0,0,0,269506,2,0
1,0,0,0,44,4,11024,111091,0,0,0,0,0,74352,3,0
1,0,0,0,3,6,11025,111091,0,0,0,0,0,260380,2,0
0,0,0,0,23,7,11026,111091,0,0,0,0,0,235100,3,0
3,0,0,0,5,10,11027,111091,0,0,0,0,2,72586,4,0
4,0,0,1,7,12,11028,111091,0,0,0,0,0,255361,3,0
4,0,0,1,8,13,11029,111091,0,0,0,0,0,242350,3,0
2,0,0,0,17,15,11030,111091,0,0,0,0,0,271543,3,0
4,0,0,1,30,16,11031,111091,1,0,0,0,1,72588,4,0
7,0,0,1,9,25,11032,111091,0,0,0,0,1,259896,3,0
1,0,0,0,16,28,11033,111091,0,0,0,0,0,242240,3,0
2,0,0,0,99,28,11034,111091,0,0,0,0,0,266110,3,0
0,0,0,0,4,28,11035,111091,0,0,0,0,0,248004,3,0
0,0,0,0,94,28,11036,111091,0,0,0,0,0,267637,3,0
0,0,0,0,1,28,11037,111091,0,0,0,0,0,263763,3,0
1,0,0,0,21,28,11038,111091,0,0,0,0,1,76967,3,0
1,0,0,0,6,28,11039,111091,0,0,0,0,0,73574,3,0
3,0,0,0,79,28,11040,111091,1,0,0,0,3,263778,3,0
8,0,0,1,89,28,11041,111091,0,0,0,0,0,72589,3,0
1,0,0,0,33,28,11042,111091,0,0,0,0,0,275610,3,0
0,0,0,0,42,28,11043,111091,0,0,0,0,0,72587,3,0
0,0,0,0,81,28,11044,111091,0,0,0,0,0,74012,3,0
0,0,0,0,12,0,11045,111092,0,0,0,0,0,229227,4,0
2,0,0,1,22,3,11046,111092,0,0,0,0,0,243949,3,0
1,0,0,0,2,4,11047,111092,0,0,0,0,0,252223,4,0
1,0,0,0,5,6,11048,111092,0,0,0,0,0,276492,3,0
3,0,0,1,78,7,11049,111092,0,0,0,0,0,278334,3,0
0,0,0,0,16,9,11050,111092,0,0,0,0,0,257878,3,0
4,0,0,1,17,11,11051,111092,0,0,0,0,0,251026,3,0
1,0,0,0,7,12,11052,111092,0,0,0,0,0,245485,3,0
2,0,0,1,19,16,11053,111092,0,0,0,0,0,264738,3,0
1,0,0,0,8,18,11054,111092,0,0,0,0,0,218746,3,0
3,0,0,1,11,25,11055,111092,0,0,0,0,0,229225,3,0
0,0,0,0,21,28,11056,111092,0,0,0,0,0,243019,2,0
0,0,0,0,77,28,11057,111092,0,0,0,0,0,211245,3,0
0,0,0,0,6,28,11058,111092,0,0,0,0,0,275281,3,0
2,0,0,1,33,28,11059,111092,0,0,0,0,1,270551,3,0
0,0,0,0,1,28,11060,111092,0,0,0,0,0,224761,3,0
0,0,0,0,23,28,11061,111092,0,0,0,0,0,255377,3,0
2,0,0,1,26,28,11062,111092,0,0,0,0,0,265483,3,0
7,0,0,1,9,28,11063,111092,1,0,0,0,1,255969,4,0
2,0,0,1,10,28,11064,111092,0,0,0,0,0,207516,3,0
0,0,0,0,28,28,11065,111092,0,0,0,0,0,269630,3,0
1,0,0,0,3,28,11066,111092,0,0,0,0,0,240278,2,0
0,0,0,0,25,28,11067,111092,0,0,0,0,0,234638,3,0
0,0,0,0,27,29,11068,111092,0,0,0,0,0,276681,3,0
2,0,0,1,29,29,11069,111092,0,0,0,0,0,71917,3,0
0,0,0,0,13,29,11070,111092,0,0,0,0,0,276991,3,0
0,0,0,0,18,29,11071,111092,0,0,0,0,0,72545,4,0
0,0,0,0,24,29,11072,111092,0,0,0,0,0,75496,3,0
0,0,0,0,39,29,11073,111092,0,0,0,0,0,77380,3,0
0,0,0,0,20,29,11074,111092,0,0,0,0,0,75624,4,0
0,0,0,0,40,0,11075,111097,0,0,0,0,0,73285,3,0
2,0,0,1,28,3,11076,111097,0,0,0,0,0,213449,3,0
1,0,0,0,18,4,11077,111097,0,0,0,0,0,72616,3,0
2,0,0,1,39,6,11078,111097,0,0,0,0,0,72981,3,0
0,0,0,0,24,7,11079,111097,0,0,0,0,0,72618,3,0
0,0,0,0,6,10,11080,111097,0,0,0,0,0,208088,1,0
3,0,0,1,26,23,11081,111097,0,0,0,0,0,263303,3,0
2,0,0,1,68,13,11082,111097,0,0,0,0,0,236363,4,0
0,0,0,0,11,15,11083,111097,0,0,0,0,0,257172,3,0
6,0,0,1,77,27,11084,111097,0,0,0,0,0,214887,2,0
16,1,0,1,90,25,11085,111097,2,0,0,0,3,244185,5,0
1,0,0,0,21,28,11086,111097,0,0,0,0,0,243921,3,0
0,0,0,0,3,28,11087,111097,0,0,0,0,0,223931,3,0
0,0,0,0,17,28,11088,111097,0,0,0,0,0,72617,3,0
0,0,0,0,47,28,11089,111097,0,0,0,0,0,261088,2,0
0,0,0,0,1,28,11090,111097,0,0,0,0,0,215491,3,0
2,0,0,1,22,28,11091,111097,0,0,0,0,0,73415,3,0
1,0,0,0,37,28,11092,111097,0,0,0,0,0,244511,3,0
4,0,0,1,30,28,11093,111097,1,0,0,0,1,72613,3,0
0,0,0,0,7,28,11094,111097,0,0,0,0,0,262477,3,0
1,0,0,0,97,28,11095,111097,0,0,0,0,0,225713,3,0
2,0,0,1,19,28,11096,111097,0,0,0,0,0,262400,3,0
0,0,0,0,74,28,11097,111097,0,0,0,0,0,256984,3,0
0,0,0,0,33,29,11098,111097,0,0,0,0,0,76408,3,0
1,0,0,0,9,29,11099,111097,0,0,0,0,0,72614,3,0
0,0,0,0,55,29,11100,111097,0,0,0,0,0,269345,3,0
1,0,0,0,42,29,11101,111097,0,0,0,0,0,76409,2,0
0,0,0,0,51,29,11102,111097,0,0,0,0,0,74013,3,0
0,0,0,0,45,29,11103,111097,0,0,0,0,0,75859,3,0
0,0,0,0,39,0,11104,114004,0,0,0,0,0,277967,3,0
0,0,0,0,3,4,11105,114004,0,0,0,0,0,266736,3,0
3,0,0,1,21,5,11106,114004,1,0,0,0,2,209413,4,0
1,0,0,0,15,6,11107,114004,0,0,0,0,0,252857,2,0
1,0,0,0,27,12,11108,114004,0,0,0,0,0,277885,3,0
3,0,0,1,6,13,11109,114004,0,0,0,0,2,276734,2,0
10,0,0,1,18,15,11110,114004,0,0,0,0,1,199647,4,0
1,0,0,0,23,16,11111,114004,0,0,0,0,0,188062,3,0
1,0,0,0,10,17,11112,114004,0,0,0,0,0,251089,2,0
1,0,0,0,44,19,11113,114004,0,0,0,0,0,262803,3,0
0,0,0,0,7,25,11114,114004,0,0,0,0,0,216793,3,0
5,0,0,1,25,28,11115,114004,1,0,0,0,1,239728,3,0
0,0,0,0,26,28,11116,114004,0,0,0,0,0,257044,3,0
0,0,0,0,19,28,11117,114004,0,0,0,0,0,263857,3,0
0,0,0,0,4,28,11118,114004,0,0,0,0,0,229005,3,0
0,0,0,0,13,28,11119,114004,0,0,0,0,0,211621,3,0
2,0,0,0,14,28,11120,114004,0,0,0,0,1,212267,3,0
1,0,0,0,11,28,11121,114004,0,0,0,0,0,273622,3,0
3,0,0,1,96,28,11122,114004,0,0,0,0,0,257672,3,0
1,0,0,0,92,28,11123,114004,0,0,0,0,0,211626,3,0
0,0,0,0,20,28,11124,114004,0,0,0,0,0,262825,3,0
0,0,0,0,5,28,11125,114004,0,0,0,0,0,255906,3,0
1,0,0,0,9,28,11126,114004,0,0,0,0,0,73315,3,0
1,0,0,0,32,29,11127,114004,0,0,0,0,0,257953,3,0
0,0,0,0,33,29,11128,114004,0,0,0,0,0,267965,3,0
0,0,0,0,12,29,11129,114004,0,0,0,0,0,242526,3,0
0,0,0,0,73,29,11130,114004,0,0,0,0,0,77167,3,0
0,0,0,0,1,0,11131,114326,0,0,0,0,0,258311,3,0
2,0,0,0,4,4,11132,114326,0,0,0,0,0,245540,3,0
1,0,0,0,24,5,11133,114326,0,0,0,0,0,239179,3,0
1,0,0,0,88,6,11134,114326,0,0,0,0,0,251760,3,0
0,0,0,0,7,12,11135,114326,0,0,0,0,0,254822,3,0
5,0,0,1,30,13,11136,114326,0,0,0,0,0,268395,3,0
2,0,0,0,5,15,11137,114326,0,0,0,0,0,227278,3,0
5,0,0,1,20,16,11138,114326,0,0,0,0,0,235398,4,0
8,0,0,1,10,17,11139,114326,0,0,0,0,1,222467,3,0
3,0,0,0,19,19,11140,114326,0,0,0,0,0,263208,3,0
12,0,0,1,17,25,11141,114326,0,0,0,0,0,240847,3,0
0,0,0,0,8,28,11142,114326,0,0,0,0,0,245026,3,0
2,0,0,0,23,28,11143,114326,0,0,0,0,0,268098,3,0
1,0,0,0,2,28,11144,114326,0,0,0,0,0,257339,3,0
0,0,0,0,3,28,11145,114326,0,0,0,0,0,258146,3,0
0,0,0,0,12,28,11146,114326,0,0,0,0,0,185405,3,0
1,0,0,0,26,28,11147,114326,0,0,0,0,0,254899,3,0
1,0,0,0,84,28,11148,114326,0,0,0,0,0,73050,4,0
3,0,0,0,9,28,11149,114326,1,0,0,0,1,248568,3,0
14,0,0,1,18,28,11150,114326,1,0,0,0,2,262314,3,0
0,0,0,0,14,28,11151,114326,0,0,0,0,0,240037,3,0
0,0,0,0,25,28,11152,114326,0,0,0,0,0,261040,3,0
0,0,0,0,31,28,11153,114326,0,0,0,0,0,279780,3,0
0,0,0,0,97,29,11154,114326,0,0,0,0,0,76970,3,0
1,0,0,0,15,29,11155,114326,0,0,0,0,0,75097,3,0
0,0,0,0,99,29,11156,114326,0,0,0,0,0,75495,3,0
0,0,0,0,1,0,11157,114393,0,0,0,0,0,275776,3,0
2,0,0,0,8,3,11158,114393,0,0,0,0,0,205813,3,0
5,0,0,1,22,4,11159,114393,0,0,0,0,0,276727,3,0
3,0,0,1,3,6,11160,114393,0,0,0,0,0,275952,3,0
0,0,0,0,18,7,11161,114393,0,0,0,0,0,239762,3,0
2,0,0,0,5,9,11162,114393,0,0,0,0,0,275950,3,0
1,0,0,0,14,11,11163,114393,0,0,0,0,0,226025,5,0
2,0,0,0,11,12,11164,114393,0,0,0,0,0,242915,3,0
